SPECIES	TYPE	FEATURE	SCAFFOLD	START	END	GID	SUM	WINDOW	PROP
Av	BUSCO	TEs	AVAG00084	359480	384480	EOG0937019B:Duplicated	94	25000	0.00376
Av	BUSCO	TEs	AVAG00084	390990	415990	EOG0937019B:Duplicated	70	25000	0.0028
Av	BUSCO	TEs	AVAG00060	419638	444638	EOG093701EE:Duplicated	263	25000	0.01052
Av	BUSCO	TEs	AVAG00060	451412	476412	EOG093701EE:Duplicated	0	25000	0
Av	BUSCO	TEs	AVAG00158	105282	130282	EOG093701EE:Duplicated	22	25000	0.00088
Av	BUSCO	TEs	AVAG00158	70019	95019	EOG093701EE:Duplicated	125	25000	0.005
Av	BUSCO	TEs	AVAG00224	190139	215139	EOG093701IQ:Duplicated	55	25000	0.0022
Av	BUSCO	TEs	AVAG00224	226753	251753	EOG093701IQ:Duplicated	167	25000	0.00668
Av	BUSCO	TEs	AVAG00227	15779	40779	EOG093701IQ:Duplicated	69	25000	0.00276
Av	BUSCO	TEs	AVAG00227	50909	75909	EOG093701IQ:Duplicated	129	25000	0.00516
Av	BUSCO	TEs	AVAG00294	133202	158202	EOG093701IQ:Duplicated	0	25000	0
Av	BUSCO	TEs	AVAG00294	97468	122468	EOG093701IQ:Duplicated	0	25000	0
Av	BUSCO	TEs	AVAG00049	324823	349823	EOG093701S0:Duplicated	114	25000	0.00456
Av	BUSCO	TEs	AVAG00049	356986	381986	EOG093701S0:Duplicated	66	25000	0.00264
Av	BUSCO	TEs	AVAG00803	0	24747	EOG093701S0:Duplicated	0	24747	0
Av	BUSCO	TEs	AVAG00803	33876	52139	EOG093701S0:Duplicated	0	18263	0
Av	BUSCO	TEs	AVAG00155	169084	194084	EOG093701SQ:Duplicated	4438	25000	0.17752
Av	BUSCO	TEs	AVAG00155	198163	223163	EOG093701SQ:Duplicated	501	25000	0.02004
Av	BUSCO	TEs	AVAG00175	205157	230157	EOG093701SQ:Duplicated	1169	25000	0.04676
Av	BUSCO	TEs	AVAG00175	232863	257863	EOG093701SQ:Duplicated	337	25000	0.01348
Av	BUSCO	TEs	AVAG00370	114305	139305	EOG093701SQ:Duplicated	52	25000	0.00208
Av	BUSCO	TEs	AVAG00370	147700	171554	EOG093701SQ:Duplicated	379	23854	0.0158883206170873
Av	BUSCO	TEs	AVAG00135	185972	210972	EOG093701V7:Duplicated	141	25000	0.00564
Av	BUSCO	TEs	AVAG00135	216700	241700	EOG093701V7:Duplicated	406	25000	0.01624
Av	BUSCO	TEs	AVAG00293	41805	66805	EOG093701V7:Duplicated	367	25000	0.01468
Av	BUSCO	TEs	AVAG00293	74395	99395	EOG093701V7:Duplicated	225	25000	0.009
Av	BUSCO	TEs	AVAG00186	26306	51306	EOG0937029K:Complete	526	25000	0.02104
Av	BUSCO	TEs	AVAG00186	54619	79619	EOG0937029K:Complete	65	25000	0.0026
Av	BUSCO	TEs	AVAG00008	758928	783928	EOG093702AT:Duplicated	57	25000	0.00228
Av	BUSCO	TEs	AVAG00008	788629	813629	EOG093702AT:Duplicated	147	25000	0.00588
Av	BUSCO	TEs	AVAG00093	211025	236025	EOG093702AT:Duplicated	150	25000	0.006
Av	BUSCO	TEs	AVAG00093	240723	265723	EOG093702AT:Duplicated	66	25000	0.00264
Av	BUSCO	TEs	AVAG00191	223280	248280	EOG093702DP:Duplicated	46	25000	0.00184
Av	BUSCO	TEs	AVAG00191	251628	276628	EOG093702DP:Duplicated	0	25000	0
Av	BUSCO	TEs	AVAG00851	15743	40743	EOG093702DP:Duplicated	45	25000	0.0018
Av	BUSCO	TEs	AVAG00851	44095	45252	EOG093702DP:Duplicated	78	1157	0.0674157303370786
Av	BUSCO	TEs	AVAG00067	113568	138568	EOG093702MJ:Duplicated	201	25000	0.00804
Av	BUSCO	TEs	AVAG00067	148122	173122	EOG093702MJ:Duplicated	162	25000	0.00648
Av	BUSCO	TEs	AVAG01219	0	1566	EOG093702MJ:Duplicated	0	1566	0
Av	BUSCO	TEs	AVAG01219	11059	14693	EOG093702MJ:Duplicated	0	3634	0
Av	BUSCO	TEs	AVAG00072	244589	269589	EOG093702PE:Duplicated	165	25000	0.0066
Av	BUSCO	TEs	AVAG00072	275389	300389	EOG093702PE:Duplicated	11849	25000	0.47396
Av	BUSCO	TEs	AVAG00168	264251	289251	EOG093702PE:Duplicated	215	25000	0.0086
Av	BUSCO	TEs	AVAG00168	295005	320005	EOG093702PE:Duplicated	11800	25000	0.472
Av	BUSCO	TEs	AVAG00207	0	5630	EOG0937033T:Duplicated	116	5630	0.0206039076376554
Av	BUSCO	TEs	AVAG00207	13308	38308	EOG0937033T:Duplicated	0	25000	0
Av	BUSCO	TEs	AVAG00256	62581	87581	EOG0937033T:Duplicated	68	25000	0.00272
Av	BUSCO	TEs	AVAG00256	95625	120625	EOG0937033T:Duplicated	67	25000	0.00268
Av	BUSCO	TEs	AVAG00331	121246	146246	EOG0937033T:Duplicated	0	25000	0
Av	BUSCO	TEs	AVAG00331	89435	114435	EOG0937033T:Duplicated	0	25000	0
Av	BUSCO	TEs	AVAG00060	207868	232868	EOG0937036L:Complete	238	25000	0.00952
Av	BUSCO	TEs	AVAG00060	241942	266942	EOG0937036L:Complete	146	25000	0.00584
Av	BUSCO	TEs	AVAG00009	682939	707939	EOG093703C8:Complete	455	25000	0.0182
Av	BUSCO	TEs	AVAG00009	710879	735879	EOG093703C8:Complete	993	25000	0.03972
Av	BUSCO	TEs	AVAG00056	119521	144521	EOG093703DY:Duplicated	0	25000	0
Av	BUSCO	TEs	AVAG00056	150186	175186	EOG093703DY:Duplicated	118	25000	0.00472
Av	BUSCO	TEs	AVAG00066	263257	288257	EOG093703DY:Duplicated	80	25000	0.0032
Av	BUSCO	TEs	AVAG00066	294720	319720	EOG093703DY:Duplicated	120	25000	0.0048
Av	BUSCO	TEs	AVAG00072	48963	73963	EOG093703N5:Duplicated	79	25000	0.00316
Av	BUSCO	TEs	AVAG00072	80803	105803	EOG093703N5:Duplicated	321	25000	0.01284
Av	BUSCO	TEs	AVAG00168	108930	133930	EOG093703N5:Duplicated	189	25000	0.00756
Av	BUSCO	TEs	AVAG00168	77090	102090	EOG093703N5:Duplicated	202	25000	0.00808
Av	BUSCO	TEs	AVAG00764	35112	58935	EOG093703UX:Fragmented	192	23823	0.00805943835788943
Av	BUSCO	TEs	AVAG00764	9202	34202	EOG093703UX:Fragmented	401	25000	0.01604
Av	BUSCO	TEs	AVAG00076	213551	238551	EOG093703W1:Duplicated	292	25000	0.01168
Av	BUSCO	TEs	AVAG00076	247355	272355	EOG093703W1:Duplicated	598	25000	0.02392
Av	BUSCO	TEs	AVAG00276	136485	161485	EOG093703W1:Duplicated	353	25000	0.01412
Av	BUSCO	TEs	AVAG00276	170249	195249	EOG093703W1:Duplicated	743	25000	0.02972
Av	BUSCO	TEs	AVAG00170	214866	239866	EOG093703WD:Duplicated	0	25000	0
Av	BUSCO	TEs	AVAG00170	247228	272228	EOG093703WD:Duplicated	53	25000	0.00212
Av	BUSCO	TEs	AVAG00247	30132	55132	EOG093703WD:Duplicated	0	25000	0
Av	BUSCO	TEs	AVAG00247	62506	87506	EOG093703WD:Duplicated	150	25000	0.006
Av	BUSCO	TEs	AVAG00006	772678	797678	EOG093703YA:Duplicated	446	25000	0.01784
Av	BUSCO	TEs	AVAG00006	805679	830679	EOG093703YA:Duplicated	75	25000	0.003
Av	BUSCO	TEs	AVAG00035	192501	217501	EOG093703YA:Duplicated	44	25000	0.00176
Av	BUSCO	TEs	AVAG00035	224427	249427	EOG093703YA:Duplicated	248	25000	0.00992
Av	BUSCO	TEs	AVAG00263	33340	58340	EOG0937049Y:Complete	123	25000	0.00492
Av	BUSCO	TEs	AVAG00263	65379	90379	EOG0937049Y:Complete	305	25000	0.0122
Av	BUSCO	TEs	AVAG00006	292649	317649	EOG093704GD:Complete	802	25000	0.03208
Av	BUSCO	TEs	AVAG00006	321833	346833	EOG093704GD:Complete	54	25000	0.00216
Av	BUSCO	TEs	AVAG00005	725440	750440	EOG093704HC:Duplicated	151	25000	0.00604
Av	BUSCO	TEs	AVAG00005	756006	781006	EOG093704HC:Duplicated	109	25000	0.00436
Av	BUSCO	TEs	AVAG00018	225024	250024	EOG093704HC:Duplicated	173	25000	0.00692
Av	BUSCO	TEs	AVAG00018	255924	280924	EOG093704HC:Duplicated	0	25000	0
Av	BUSCO	TEs	AVAG00073	203204	228204	EOG093704J7:Duplicated	319	25000	0.01276
Av	BUSCO	TEs	AVAG00073	237071	262071	EOG093704J7:Duplicated	108	25000	0.00432
Av	BUSCO	TEs	AVAG00207	244544	269544	EOG093704J7:Duplicated	88	25000	0.00352
Av	BUSCO	TEs	AVAG00207	274771	290370	EOG093704J7:Duplicated	744	15599	0.0476953650875056
Av	BUSCO	TEs	AVAG00053	467529	492529	EOG093704Q0:Duplicated	66	25000	0.00264
Av	BUSCO	TEs	AVAG00053	501094	526094	EOG093704Q0:Duplicated	0	25000	0
Av	BUSCO	TEs	AVAG00398	3005	28005	EOG093704Q0:Duplicated	66	25000	0.00264
Av	BUSCO	TEs	AVAG00025	453460	478460	EOG093704UY:Duplicated	459	25000	0.01836
Av	BUSCO	TEs	AVAG00025	482372	507372	EOG093704UY:Duplicated	228	25000	0.00912
Av	BUSCO	TEs	AVAG00193	156562	181562	EOG093704UY:Duplicated	0	25000	0
Av	BUSCO	TEs	AVAG00193	190453	215453	EOG093704UY:Duplicated	173	25000	0.00692
Av	BUSCO	TEs	AVAG00025	302442	327442	EOG0937050C:Duplicated	363	25000	0.01452
Av	BUSCO	TEs	AVAG00025	331477	356477	EOG0937050C:Duplicated	302	25000	0.01208
Av	BUSCO	TEs	AVAG00330	29893	54893	EOG0937050C:Duplicated	472	25000	0.01888
Av	BUSCO	TEs	AVAG00330	842	25842	EOG0937050C:Duplicated	419	25000	0.01676
Av	BUSCO	TEs	AVAG00161	183277	208277	EOG093705DM:Complete	0	25000	0
Av	BUSCO	TEs	AVAG00161	214411	239411	EOG093705DM:Complete	50	25000	0.002
Av	BUSCO	TEs	AVAG00046	349905	374905	EOG093705E5:Complete	115	25000	0.0046
Av	BUSCO	TEs	AVAG00046	380127	405127	EOG093705E5:Complete	91	25000	0.00364
Av	BUSCO	TEs	AVAG00090	39686	64686	EOG093705EY:Duplicated	63	25000	0.00252
Av	BUSCO	TEs	AVAG00090	71885	96885	EOG093705EY:Duplicated	84	25000	0.00336
Av	BUSCO	TEs	AVAG00095	41243	66243	EOG093705EY:Duplicated	513	25000	0.02052
Av	BUSCO	TEs	AVAG00095	9741	34741	EOG093705EY:Duplicated	121	25000	0.00484
Av	BUSCO	TEs	AVAG00066	2461	27461	EOG093705KN:Duplicated	191	25000	0.00764
Av	BUSCO	TEs	AVAG00066	34611	59611	EOG093705KN:Duplicated	0	25000	0
Av	BUSCO	TEs	AVAG00932	2933	27933	EOG093705KN:Duplicated	188	25000	0.00752
Av	BUSCO	TEs	AVAG00030	477307	502307	EOG093705U4:Duplicated	207	25000	0.00828
Av	BUSCO	TEs	AVAG00030	504647	529647	EOG093705U4:Duplicated	0	25000	0
Av	BUSCO	TEs	AVAG00066	477000	502000	EOG093705U4:Duplicated	0	25000	0
Av	BUSCO	TEs	AVAG00066	507989	519324	EOG093705U4:Duplicated	300	11335	0.0264666960741067
Av	BUSCO	TEs	AVAG00265	40733	65733	EOG093705VV:Duplicated	25000	25000	1
Av	BUSCO	TEs	AVAG00265	68511	93511	EOG093705VV:Duplicated	6482	25000	0.25928
Av	BUSCO	TEs	AVAG00616	41915	66915	EOG093705VV:Duplicated	25000	25000	1
Av	BUSCO	TEs	AVAG00616	73511	91180	EOG093705VV:Duplicated	6513	17669	0.368611692795291
Av	BUSCO	TEs	AVAG00026	607158	632158	EOG093705YA:Duplicated	239	25000	0.00956
Av	BUSCO	TEs	AVAG00026	637795	662795	EOG093705YA:Duplicated	55	25000	0.0022
Av	BUSCO	TEs	AVAG00452	100094	125094	EOG093705YA:Duplicated	0	25000	0
Av	BUSCO	TEs	AVAG00452	133553	139572	EOG093705YA:Duplicated	154	6019	0.0255856454560558
Av	BUSCO	TEs	AVAG00144	283147	308147	EOG093705YE:Duplicated	118	25000	0.00472
Av	BUSCO	TEs	AVAG00144	316116	341116	EOG093705YE:Duplicated	183	25000	0.00732
Av	BUSCO	TEs	AVAG00690	11510	36510	EOG093705YE:Duplicated	519	25000	0.02076
Av	BUSCO	TEs	AVAG00166	134577	159577	EOG093705Z6:Duplicated	232	25000	0.00928
Av	BUSCO	TEs	AVAG00166	162123	187123	EOG093705Z6:Duplicated	165	25000	0.0066
Av	BUSCO	TEs	AVAG00424	30839	55839	EOG093705Z6:Duplicated	148	25000	0.00592
Av	BUSCO	TEs	AVAG00424	59133	84133	EOG093705Z6:Duplicated	101	25000	0.00404
Av	BUSCO	TEs	AVAG00020	657504	682504	EOG0937060I:Duplicated	95	25000	0.0038
Av	BUSCO	TEs	AVAG00020	690967	715967	EOG0937060I:Duplicated	198	25000	0.00792
Av	BUSCO	TEs	AVAG00053	38558	63558	EOG0937060I:Duplicated	156	25000	0.00624
Av	BUSCO	TEs	AVAG00053	71144	96144	EOG0937060I:Duplicated	124	25000	0.00496
Av	BUSCO	TEs	AVAG00048	176263	201263	EOG0937066G:Duplicated	452	25000	0.01808
Av	BUSCO	TEs	AVAG00048	207599	232599	EOG0937066G:Duplicated	71	25000	0.00284
Av	BUSCO	TEs	AVAG00199	186889	211889	EOG0937066G:Duplicated	42	25000	0.00168
Av	BUSCO	TEs	AVAG00199	220353	245353	EOG0937066G:Duplicated	287	25000	0.01148
Av	BUSCO	TEs	AVAG00278	179703	204703	EOG0937066G:Duplicated	417	25000	0.01668
Av	BUSCO	TEs	AVAG00278	212143	223824	EOG0937066G:Duplicated	0	11681	0
Av	BUSCO	TEs	AVAG00013	686895	711895	EOG0937068H:Complete	202	25000	0.00808
Av	BUSCO	TEs	AVAG00013	719432	744432	EOG0937068H:Complete	437	25000	0.01748
Av	BUSCO	TEs	AVAG00104	192799	217799	EOG093706PM:Duplicated	401	25000	0.01604
Av	BUSCO	TEs	AVAG00104	225037	250037	EOG093706PM:Duplicated	186	25000	0.00744
Av	BUSCO	TEs	AVAG00173	114863	139863	EOG093706PM:Duplicated	142	25000	0.00568
Av	BUSCO	TEs	AVAG00173	147100	172100	EOG093706PM:Duplicated	130	25000	0.0052
Av	BUSCO	TEs	AVAG00190	132074	157074	EOG093706RN:Duplicated	948	25000	0.03792
Av	BUSCO	TEs	AVAG00190	161638	186638	EOG093706RN:Duplicated	0	25000	0
Av	BUSCO	TEs	AVAG00192	104420	129420	EOG093706RN:Duplicated	295	25000	0.0118
Av	BUSCO	TEs	AVAG00192	137519	162519	EOG093706RN:Duplicated	0	25000	0
Av	BUSCO	TEs	AVAG00018	683779	708779	EOG093706X0:Duplicated	184	25000	0.00736
Av	BUSCO	TEs	AVAG00018	715518	740518	EOG093706X0:Duplicated	416	25000	0.01664
Av	BUSCO	TEs	AVAG00152	119634	144634	EOG093706X0:Duplicated	66	25000	0.00264
Av	BUSCO	TEs	AVAG00152	151307	176307	EOG093706X0:Duplicated	479	25000	0.01916
Av	BUSCO	TEs	AVAG00060	0	11975	EOG09370762:Duplicated	0	11975	0
Av	BUSCO	TEs	AVAG00060	16160	41160	EOG09370762:Duplicated	29	25000	0.00116
Av	BUSCO	TEs	AVAG00079	352026	377026	EOG09370762:Duplicated	0	25000	0
Av	BUSCO	TEs	AVAG00079	381012	406012	EOG09370762:Duplicated	56	25000	0.00224
Av	BUSCO	TEs	AVAG00118	325946	350946	EOG09370762:Duplicated	0	25000	0
Av	BUSCO	TEs	AVAG00118	355137	380137	EOG09370762:Duplicated	0	25000	0
Av	BUSCO	TEs	AVAG00029	173789	198789	EOG093707B7:Duplicated	137	25000	0.00548
Av	BUSCO	TEs	AVAG00029	207274	232274	EOG093707B7:Duplicated	0	25000	0
Av	BUSCO	TEs	AVAG00280	131662	156662	EOG093707B7:Duplicated	122	25000	0.00488
Av	BUSCO	TEs	AVAG00280	165144	190144	EOG093707B7:Duplicated	0	25000	0
Av	BUSCO	TEs	AVAG00021	292048	317048	EOG093707HK:Duplicated	1198	25000	0.04792
Av	BUSCO	TEs	AVAG00021	324617	349617	EOG093707HK:Duplicated	961	25000	0.03844
Av	BUSCO	TEs	AVAG00744	0	22828	EOG093707HK:Duplicated	1131	22828	0.0495444191343964
Av	BUSCO	TEs	AVAG00744	30056	55056	EOG093707HK:Duplicated	167	25000	0.00668
Av	BUSCO	TEs	AVAG00074	374574	399574	EOG093707LO:Duplicated	0	25000	0
Av	BUSCO	TEs	AVAG00074	400679	425679	EOG093707LO:Duplicated	0	25000	0
Av	BUSCO	TEs	AVAG00618	12508	37508	EOG093707LO:Duplicated	0	25000	0
Av	BUSCO	TEs	AVAG00618	38613	63613	EOG093707LO:Duplicated	5173	25000	0.20692
Av	BUSCO	TEs	AVAG00097	156104	181104	EOG093707RF:Complete	183	25000	0.00732
Av	BUSCO	TEs	AVAG00097	184821	209821	EOG093707RF:Complete	60	25000	0.0024
Av	BUSCO	TEs	AVAG00111	237217	262217	EOG093707VN:Duplicated	51	25000	0.00204
Av	BUSCO	TEs	AVAG00111	265405	290405	EOG093707VN:Duplicated	0	25000	0
Av	BUSCO	TEs	AVAG00257	48344	73344	EOG093707VN:Duplicated	0	25000	0
Av	BUSCO	TEs	AVAG00257	76614	101614	EOG093707VN:Duplicated	51	25000	0.00204
Av	BUSCO	TEs	AVAG00013	723072	748072	EOG093707VQ:Duplicated	437	25000	0.01748
Av	BUSCO	TEs	AVAG00013	755016	780016	EOG093707VQ:Duplicated	2158	25000	0.08632
Av	BUSCO	TEs	AVAG00229	0	23150	EOG093707VQ:Duplicated	256	23150	0.0110583153347732
Av	BUSCO	TEs	AVAG00229	27388	52388	EOG093707VQ:Duplicated	194	25000	0.00776
Av	BUSCO	TEs	AVAG00561	36755	61755	EOG093707VQ:Duplicated	326	25000	0.01304
Av	BUSCO	TEs	AVAG00561	6503	31503	EOG093707VQ:Duplicated	435	25000	0.0174
Av	BUSCO	TEs	AVAG00586	73707	98707	EOG0937084T:Complete	279	25000	0.01116
Av	BUSCO	TEs	AVAG00141	68893	93893	EOG0937085E:Duplicated	9605	25000	0.3842
Av	BUSCO	TEs	AVAG00141	98613	123613	EOG0937085E:Duplicated	0	25000	0
Av	BUSCO	TEs	AVAG00243	145573	170573	EOG0937085E:Duplicated	8415	25000	0.3366
Av	BUSCO	TEs	AVAG00243	177754	202754	EOG0937085E:Duplicated	55	25000	0.0022
Av	BUSCO	TEs	AVAG00027	546726	571726	EOG093708IM:Duplicated	50	25000	0.002
Av	BUSCO	TEs	AVAG00027	575726	600726	EOG093708IM:Duplicated	118	25000	0.00472
Av	BUSCO	TEs	AVAG00036	168596	193596	EOG093708IM:Duplicated	1595	25000	0.0638
Av	BUSCO	TEs	AVAG00036	198412	223412	EOG093708IM:Duplicated	255	25000	0.0102
Av	BUSCO	TEs	AVAG00021	705684	730684	EOG093708OP:Duplicated	3554	25000	0.14216
Av	BUSCO	TEs	AVAG00021	735379	751534	EOG093708OP:Duplicated	487	16155	0.0301454658000619
Av	BUSCO	TEs	AVAG00120	262618	287618	EOG093708OP:Duplicated	502	25000	0.02008
Av	BUSCO	TEs	AVAG00120	292077	317077	EOG093708OP:Duplicated	4958	25000	0.19832
Av	BUSCO	TEs	AVAG00011	375320	400320	EOG093708TP:Duplicated	1849	25000	0.07396
Av	BUSCO	TEs	AVAG00011	402629	427629	EOG093708TP:Duplicated	0	25000	0
Av	BUSCO	TEs	AVAG00082	377000	402000	EOG093708TP:Duplicated	0	25000	0
Av	BUSCO	TEs	AVAG00082	404308	429308	EOG093708TP:Duplicated	1736	25000	0.06944
Av	BUSCO	TEs	AVAG00307	0	10536	EOG093708TP:Duplicated	1609	10536	0.152714502657555
Av	BUSCO	TEs	AVAG00307	13033	38033	EOG093708TP:Duplicated	57	25000	0.00228
Av	BUSCO	TEs	AVAG00218	142997	167997	EOG0937091Y:Duplicated	690	25000	0.0276
Av	BUSCO	TEs	AVAG00218	184943	209943	EOG0937091Y:Duplicated	2896	25000	0.11584
Av	BUSCO	TEs	AVAG00527	2805	27805	EOG0937091Y:Duplicated	135	25000	0.0054
Av	BUSCO	TEs	AVAG00263	206996	231996	EOG0937092T:Complete	214	25000	0.00856
Av	BUSCO	TEs	AVAG00263	234543	239465	EOG0937092T:Complete	0	4922	0
Av	BUSCO	TEs	AVAG00084	268718	293718	EOG0937092W:Complete	53	25000	0.00212
Av	BUSCO	TEs	AVAG00084	297067	322067	EOG0937092W:Complete	333	25000	0.01332
Av	BUSCO	TEs	AVAG00108	109787	134787	EOG093709BZ:Complete	114	25000	0.00456
Av	BUSCO	TEs	AVAG00108	77931	102931	EOG093709BZ:Complete	19	25000	0.00076
Av	BUSCO	TEs	AVAG00125	104575	129575	EOG093709HP:Complete	1167	25000	0.04668
Av	BUSCO	TEs	AVAG00125	68958	93958	EOG093709HP:Complete	289	25000	0.01156
Av	BUSCO	TEs	AVAG00039	362123	387123	EOG093709JG:Duplicated	39	25000	0.00156
Av	BUSCO	TEs	AVAG00039	393619	418619	EOG093709JG:Duplicated	0	25000	0
Av	BUSCO	TEs	AVAG00301	141615	166615	EOG093709JG:Duplicated	412	25000	0.01648
Av	BUSCO	TEs	AVAG00301	172254	197254	EOG093709JG:Duplicated	39	25000	0.00156
Av	BUSCO	TEs	AVAG00851	0	17176	EOG09370A22:Complete	46	17176	0.00267815556590592
Av	BUSCO	TEs	AVAG00851	27460	45252	EOG09370A22:Complete	78	17792	0.0043839928057554
Av	BUSCO	TEs	AVAG00014	16066	41066	EOG09370ADO:Duplicated	489	25000	0.01956
Av	BUSCO	TEs	AVAG00014	46125	71125	EOG09370ADO:Duplicated	0	25000	0
Av	BUSCO	TEs	AVAG00058	192389	217389	EOG09370ADO:Duplicated	240	25000	0.0096
Av	BUSCO	TEs	AVAG00058	222101	247101	EOG09370ADO:Duplicated	0	25000	0
Av	BUSCO	TEs	AVAG00422	14451	39451	EOG09370ADO:Duplicated	525	25000	0.021
Av	BUSCO	TEs	AVAG00422	44501	69501	EOG09370ADO:Duplicated	256	25000	0.01024
Av	BUSCO	TEs	AVAG00027	190136	215136	EOG09370AI8:Complete	138	25000	0.00552
Av	BUSCO	TEs	AVAG00027	225049	250049	EOG09370AI8:Complete	310	25000	0.0124
Av	BUSCO	TEs	AVAG00005	783817	808817	EOG09370AJP:Duplicated	132	25000	0.00528
Av	BUSCO	TEs	AVAG00005	812951	837951	EOG09370AJP:Duplicated	58	25000	0.00232
Av	BUSCO	TEs	AVAG00018	153404	178404	EOG09370AJP:Duplicated	0	25000	0
Av	BUSCO	TEs	AVAG00018	182559	207559	EOG09370AJP:Duplicated	298	25000	0.01192
Av	BUSCO	TEs	AVAG00322	118064	143064	EOG09370AJP:Duplicated	1426	25000	0.05704
Av	BUSCO	TEs	AVAG00322	85319	110319	EOG09370AJP:Duplicated	0	25000	0
Av	BUSCO	TEs	AVAG00100	383261	408261	EOG09370AL3:Duplicated	14559	25000	0.58236
Av	BUSCO	TEs	AVAG00100	413453	437443	EOG09370AL3:Duplicated	0	23990	0
Av	BUSCO	TEs	AVAG00136	160912	185912	EOG09370AL3:Duplicated	492	25000	0.01968
Av	BUSCO	TEs	AVAG00136	189878	214878	EOG09370AL3:Duplicated	0	25000	0
Av	BUSCO	TEs	AVAG00318	141680	166680	EOG09370AL3:Duplicated	100	25000	0.004
Av	BUSCO	TEs	AVAG00318	171754	196754	EOG09370AL3:Duplicated	0	25000	0
Av	BUSCO	TEs	AVAG00166	104373	129373	EOG09370ARO:Duplicated	268	25000	0.01072
Av	BUSCO	TEs	AVAG00166	136043	161043	EOG09370ARO:Duplicated	232	25000	0.00928
Av	BUSCO	TEs	AVAG00424	1793	26793	EOG09370ARO:Duplicated	1746	25000	0.06984
Av	BUSCO	TEs	AVAG00424	34717	59717	EOG09370ARO:Duplicated	148	25000	0.00592
Av	BUSCO	TEs	AVAG00114	267961	292961	EOG09370AS9:Duplicated	66	25000	0.00264
Av	BUSCO	TEs	AVAG00114	299005	324005	EOG09370AS9:Duplicated	231	25000	0.00924
Av	BUSCO	TEs	AVAG01023	3706	26209	EOG09370AS9:Duplicated	1197	22503	0.0531929076123184
Av	BUSCO	TEs	AVAG00165	113081	138081	EOG09370AV1:Duplicated	340	25000	0.0136
Av	BUSCO	TEs	AVAG00165	82083	107083	EOG09370AV1:Duplicated	0	25000	0
Av	BUSCO	TEs	AVAG00348	57035	82035	EOG09370AV1:Duplicated	370	25000	0.0148
Av	BUSCO	TEs	AVAG00348	88060	113060	EOG09370AV1:Duplicated	59	25000	0.00236
Av	BUSCO	TEs	AVAG00187	105242	130242	EOG09370AWB:Duplicated	105	25000	0.0042
Av	BUSCO	TEs	AVAG00187	78536	103536	EOG09370AWB:Duplicated	40	25000	0.0016
Av	BUSCO	TEs	AVAG00388	68569	93569	EOG09370AWB:Duplicated	96	25000	0.00384
Av	BUSCO	TEs	AVAG00388	95285	120285	EOG09370AWB:Duplicated	86	25000	0.00344
Av	BUSCO	TEs	AVAG00534	0	17931	EOG09370AWB:Duplicated	135	17931	0.00752886063242429
Av	BUSCO	TEs	AVAG00534	19819	44819	EOG09370AWB:Duplicated	366	25000	0.01464
