# BUSCO version is: 3.0.2 
# The lineage dataset is: eukaryota_odb9 (Creation date: 2016-11-02, number of species: 100, number of BUSCOs: 303)
# To reproduce this run: python /rds/general/user/rnowell/home/anaconda3/envs/busco/bin/run_BUSCO.py -i nAr.v1.8_genomic.fna -o eukaryota_nAr.v1.8_genomic.fna -l /rds/general/user/rnowell/home/anaconda3/envs/busco/opt/eukaryota_odb9/ -m genome -c 16 -t /rds/general/user/rnowell/ephemeral/ -sp fly
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG093706X0	Duplicated	ARIC00366	46810	53370	338.1	358
EOG09370762	Duplicated	ARIC00064	220654	223517	824.3	487
EOG09370762	Duplicated	ARIC00146	204947	211242	821.6	485
EOG09370762	Duplicated	ARIC00255	60931	65244	831.5	487
EOG093707B7	Duplicated	ARIC00023	111762	118432	299.0	398
EOG093707B7	Duplicated	ARIC00216	62429	70133	294.8	370
EOG093707HK	Duplicated	ARIC00084	152269	159579	437.6	546
EOG093707HK	Duplicated	ARIC00117	217744	228430	414.4	465
EOG093707LO	Duplicated	ARIC00092	267892	276925	221.7	370
EOG093707LO	Duplicated	ARIC00137	282558	293715	223.3	401
EOG093707RF	Duplicated	ARIC00038	257416	265019	495.8	496
EOG093707RF	Duplicated	ARIC00124	174171	181026	499.8	498
EOG093707VN	Duplicated	ARIC00120	130468	137444	445.0	506
EOG093707VN	Duplicated	ARIC00253	139404	148336	451.1	461
EOG093707VQ	Duplicated	ARIC00001	1277310	1281182	479.0	587
EOG093707VQ	Duplicated	ARIC00020	506553	514637	465.1	631
EOG093707VQ	Duplicated	ARIC00259	157249	165297	467.6	581
EOG0937084T	Complete	ARIC00629	29797	35911	201.8	316
EOG0937085E	Duplicated	ARIC00071	198362	201436	495.5	391
EOG0937085E	Duplicated	ARIC00090	188232	194234	496.3	390
EOG093708IM	Duplicated	ARIC00218	191052	195408	456.2	378
EOG093708IM	Duplicated	ARIC00406	84717	88977	456.0	378
EOG093708OP	Duplicated	ARIC00104	5379	11578	634.6	369
EOG093708OP	Duplicated	ARIC00398	52619	59438	633.9	369
EOG093708TP	Complete	ARIC00164	7531	15519	360.4	416
EOG0937091Y	Duplicated	ARIC00128	166345	170905	718.5	509
EOG0937091Y	Duplicated	ARIC00308	127053	129787	719.9	504
EOG0937092T	Complete	ARIC00013	514301	520364	103.2	299
EOG0937092W	Duplicated	ARIC00042	451442	456870	414.6	561
EOG0937092W	Duplicated	ARIC00295	114669	120086	414.6	541
EOG093709BZ	Duplicated	ARIC00056	394650	401695	638.9	440
EOG093709BZ	Duplicated	ARIC00081	360478	367507	636.7	442
EOG093709HP	Duplicated	ARIC00013	266707	270527	399.9	385
EOG093709HP	Duplicated	ARIC00048	258733	262470	400.0	411
EOG093709JG	Duplicated	ARIC00099	17896	22077	306.4	320
EOG093709JG	Duplicated	ARIC00182	62430	65360	306.1	321
EOG09370A22	Duplicated	ARIC00197	186051	197615	455.9	292
EOG09370A22	Duplicated	ARIC00288	122555	134119	458.1	297
EOG09370ADO	Duplicated	ARIC00024	540270	543997	564.4	364
EOG09370ADO	Duplicated	ARIC00070	46984	51448	564.4	364
EOG09370ADO	Duplicated	ARIC00190	178657	183531	584.1	382
EOG09370AI8	Duplicated	ARIC00042	373785	383011	242.1	263
EOG09370AI8	Duplicated	ARIC00245	162772	173400	242.6	253
EOG09370AJP	Duplicated	ARIC00001	945450	948557	609.2	398
EOG09370AJP	Duplicated	ARIC00087	164219	170303	611.5	397
EOG09370AJP	Duplicated	ARIC00415	83266	88120	609.3	398
EOG09370AL3	Duplicated	ARIC00043	157158	160669	390.7	346
EOG09370AL3	Duplicated	ARIC00072	300683	304102	392.8	347
EOG09370AL3	Duplicated	ARIC00740	33797	35927	388.5	349
EOG09370ARO	Fragmented	ARIC00491	14907	21981	190.0	205
EOG09370AS9	Duplicated	ARIC00033	150625	155800	226.3	309
EOG09370AS9	Duplicated	ARIC00037	281873	288174	215.7	268
EOG09370AV1	Duplicated	ARIC00134	234458	238431	443.6	360
EOG09370AV1	Duplicated	ARIC00180	41018	45057	443.6	355
EOG09370AWB	Complete	ARIC00071	441378	443251	307.9	280
EOG09370B1L	Duplicated	ARIC00121	216935	223048	448.5	402
EOG09370B1L	Duplicated	ARIC00193	230500	234602	448.9	402
EOG09370B1L	Duplicated	ARIC00464	21014	27098	456.0	402
EOG09370B65	Duplicated	ARIC00006	1048266	1051896	183.1	262
EOG09370B65	Duplicated	ARIC00087	177366	181010	186.5	262
EOG09370B7D	Duplicated	ARIC00002	57918	63508	285.7	215
EOG09370B7D	Duplicated	ARIC00005	212382	217981	285.9	215
EOG09370BBR	Duplicated	ARIC00170	183221	190351	520.5	303
EOG09370BBR	Duplicated	ARIC00211	156193	163114	519.4	303
EOG09370BGO	Complete	ARIC00088	395288	404156	245.4	328
EOG09370BJE	Duplicated	ARIC00032	30560	36027	378.0	319
EOG09370BJE	Duplicated	ARIC00147	286275	294109	381.5	306
EOG09370BK5	Duplicated	ARIC00038	265103	269237	212.8	321
EOG09370BK5	Duplicated	ARIC00124	181109	188350	208.2	280
EOG09370BQO	Duplicated	ARIC00010	173484	181392	160.8	192
EOG09370BQO	Duplicated	ARIC00229	199667	206135	167.1	193
EOG09370BYX	Duplicated	ARIC00649	44254	49278	325.4	309
EOG09370BYX	Duplicated	ARIC00793	14722	18175	325.1	301
EOG09370C5A	Duplicated	ARIC00008	647736	657597	286.5	439
EOG09370C5A	Duplicated	ARIC00015	98950	106721	274.2	412
EOG09370CAN	Duplicated	ARIC00043	365622	367175	351.8	334
EOG09370CAN	Duplicated	ARIC00072	93455	97502	349.9	334
EOG09370CAV	Complete	ARIC00053	243604	253050	464.2	476
EOG09370CF1	Duplicated	ARIC00023	629677	633302	99.7	171
EOG09370CF1	Duplicated	ARIC00265	105872	109694	102.6	181
EOG09370CIV	Complete	ARIC00147	204875	212035	256.0	205
EOG09370CK6	Duplicated	ARIC00013	546072	547373	139.3	257
EOG09370CK6	Duplicated	ARIC00230	2355	3797	142.3	258
EOG09370CKL	Duplicated	ARIC00093	371573	379317	255.6	229
EOG09370CKL	Duplicated	ARIC00106	315552	318983	261.2	228
EOG09370CKL	Duplicated	ARIC00187	117094	118965	261.9	228
EOG09370CRF	Complete	ARIC00159	134506	137547	505.6	362
EOG09370CTU	Duplicated	ARIC00004	83283	85691	448.1	363
EOG09370CTU	Duplicated	ARIC00007	198345	201524	441.9	363
EOG09370CTU	Duplicated	ARIC00100	375012	378194	425.5	363
EOG09370CZ0	Duplicated	ARIC00033	496606	502897	227.0	235
EOG09370CZ0	Duplicated	ARIC00086	355998	360363	227.4	273
EOG09370CZ0	Duplicated	ARIC00144	80317	86246	229.7	280
EOG09370CZT	Duplicated	ARIC00110	335108	344804	150.9	175
EOG09370CZT	Duplicated	ARIC00612	53703	60039	151.2	144
EOG09370D13	Duplicated	ARIC00014	281238	287400	482.8	440
EOG09370D13	Duplicated	ARIC00194	33493	40240	496.1	457
EOG09370D13	Duplicated	ARIC00280	113007	119942	480.6	440
EOG09370DO5	Complete	ARIC00296	57014	60565	238.1	289
EOG09370DP4	Duplicated	ARIC00056	81633	88154	281.9	316
EOG09370DP4	Duplicated	ARIC00081	46081	52644	279.4	315
EOG09370DS4	Complete	ARIC00192	146350	148541	71.5	138
EOG09370DTG	Duplicated	ARIC00003	412510	419904	304.9	419
EOG09370DTG	Duplicated	ARIC00085	418994	422430	301.8	422
EOG09370DV4	Fragmented	ARIC01536	1	3041	91.4	93
EOG09370DX4	Duplicated	ARIC00114	192354	193854	198.2	222
EOG09370DX4	Duplicated	ARIC00192	86883	88924	195.4	189
EOG09370DXT	Duplicated	ARIC00051	381682	384971	143.0	247
EOG09370DXT	Duplicated	ARIC00064	354344	357623	141.9	241
EOG09370DYK	Duplicated	ARIC00023	628261	630726	215.7	237
EOG09370DYK	Duplicated	ARIC00265	108675	110902	212.3	238
EOG09370E0Y	Complete	ARIC00399	49139	53060	538.8	331
EOG09370E36	Complete	ARIC00447	68228	72087	163.3	228
EOG09370E4U	Duplicated	ARIC00659	26688	33106	297.8	197
EOG09370E4U	Duplicated	ARIC00659	33312	47294	299.6	196
EOG09370E4W	Duplicated	ARIC00019	564434	570195	337.4	227
EOG09370E4W	Duplicated	ARIC00176	161336	167287	341.7	233
EOG09370E8S	Duplicated	ARIC00047	261260	267143	314.3	291
EOG09370E8S	Duplicated	ARIC00069	233760	239659	313.7	282
EOG09370EHZ	Duplicated	ARIC00020	242304	248525	382.6	371
EOG09370EHZ	Duplicated	ARIC00574	2266	8129	334.4	350
EOG09370EL3	Duplicated	ARIC00001	887233	895916	217.8	273
EOG09370EL3	Duplicated	ARIC00031	628404	637247	224.1	286
EOG09370ER5	Duplicated	ARIC00033	252114	259455	324.0	336
EOG09370ER5	Duplicated	ARIC00037	177524	183909	317.3	306
EOG09370F1Q	Duplicated	ARIC00006	257043	261238	111.2	187
EOG09370F1Q	Duplicated	ARIC00414	35036	40280	109.2	164
EOG09370F3T	Complete	ARIC00651	55763	57075	142.7	206
EOG09370F47	Duplicated	ARIC00219	50118	56046	457.3	271
EOG09370F47	Duplicated	ARIC00252	150803	153552	457.9	271
EOG09370FKI	Duplicated	ARIC00057	299830	304439	267.0	483
EOG09370FKI	Duplicated	ARIC00196	31955	34713	277.0	480
EOG09370FLD	Duplicated	ARIC00061	31699	33732	437.6	332
EOG09370FLD	Duplicated	ARIC00096	317829	320090	439.4	332
EOG09370FN1	Duplicated	ARIC00003	305252	311533	459.2	283
EOG09370FN1	Duplicated	ARIC00041	266881	271445	452.3	282
EOG09370FN1	Duplicated	ARIC00085	308133	310586	456.5	310
EOG09370FSS	Complete	ARIC00109	27878	34947	105.1	153
EOG09370FVX	Duplicated	ARIC00098	367459	369426	326.7	297
EOG09370FVX	Duplicated	ARIC00174	7726	9866	327.4	297
EOG09370FWQ	Duplicated	ARIC00058	52457	62906	459.8	308
EOG09370FWQ	Duplicated	ARIC00116	293020	296701	499.2	312
EOG09370FWQ	Duplicated	ARIC00379	96606	103097	501.3	312
EOG09370FXE	Complete	ARIC00157	111149	118853	92.1	119
EOG09370GC2	Duplicated	ARIC00006	163975	167485	61.0	145
EOG09370GC2	Duplicated	ARIC00222	56066	59713	58.4	145
EOG09370GEO	Duplicated	ARIC00006	358358	362453	117.3	181
EOG09370GEO	Duplicated	ARIC00639	33185	37440	122.4	188
EOG09370GHM	Missing
EOG09370GHP	Duplicated	ARIC00008	175678	182093	190.8	220
EOG09370GHP	Duplicated	ARIC00026	628764	633403	186.1	274
EOG09370GIK	Complete	ARIC00098	305058	310848	310.9	187
EOG09370GJ7	Complete	ARIC00226	133079	134642	385.2	345
EOG09370GK0	Duplicated	ARIC00012	622657	625792	252.5	252
EOG09370GK0	Duplicated	ARIC00027	38632	44199	250.8	246
EOG09370H3E	Duplicated	ARIC00684	41314	44585	356.4	258
EOG09370H3E	Duplicated	ARIC01021	2353	3978	356.5	258
EOG09370H68	Complete	ARIC00008	966855	972685	158.9	204
EOG09370HBN	Duplicated	ARIC00077	182900	186496	317.5	378
EOG09370HBN	Duplicated	ARIC00132	64681	68280	316.8	378
EOG09370HD7	Duplicated	ARIC00217	199963	201701	346.6	291
EOG09370HD7	Duplicated	ARIC00453	72591	78268	345.7	302
EOG09370HD7	Duplicated	ARIC00559	14046	16263	345.9	302
EOG09370HKV	Duplicated	ARIC00056	337747	345065	458.6	326
EOG09370HKV	Duplicated	ARIC00081	302638	310482	459.6	346
EOG09370HKV	Duplicated	ARIC00203	75385	83270	461.3	376
EOG09370HVI	Duplicated	ARIC00002	1265744	1271282	171.1	183
EOG09370HVI	Duplicated	ARIC00094	291900	297450	163.1	175
EOG09370I3J	Duplicated	ARIC00114	41581	49451	212.0	226
EOG09370I3J	Duplicated	ARIC00192	237256	244893	211.8	233
EOG09370I7R	Duplicated	ARIC00001	1488681	1493572	398.0	276
EOG09370I7R	Duplicated	ARIC00032	503228	505910	398.2	276
EOG09370IF5	Duplicated	ARIC00007	506747	511068	308.8	281
EOG09370IF5	Duplicated	ARIC00025	534974	536757	309.4	282
EOG09370IH5	Duplicated	ARIC00045	481728	483860	281.6	238
EOG09370IH5	Duplicated	ARIC00332	70283	72296	281.9	238
EOG09370IMU	Complete	ARIC00039	50957	60212	147.8	173
EOG09370INZ	Duplicated	ARIC00025	100485	110334	175.3	249
EOG09370INZ	Duplicated	ARIC00029	625584	632763	176.3	228
EOG09370IUA	Duplicated	ARIC00028	398905	400581	366.3	243
EOG09370IUA	Duplicated	ARIC00489	52987	54669	367.0	243
EOG09370J9L	Duplicated	ARIC00023	160931	167242	198.4	221
EOG09370J9L	Duplicated	ARIC00216	113713	119307	198.2	223
EOG09370JIK	Duplicated	ARIC00017	57539	59023	266.3	208
EOG09370JIK	Duplicated	ARIC00050	7611	10949	266.7	208
EOG09370JW6	Duplicated	ARIC00096	162984	165771	59.9	118
EOG09370JW6	Duplicated	ARIC00148	185889	186905	64.8	117
EOG09370JZ3	Duplicated	ARIC00021	497808	501522	207.5	195
EOG09370JZ3	Duplicated	ARIC00091	187828	191833	206.9	195
EOG09370K15	Duplicated	ARIC00056	253442	256489	166.5	153
EOG09370K15	Duplicated	ARIC00081	217928	222932	166.1	153
EOG09370K1R	Fragmented	ARIC01536	8628	9058	111.8	77
EOG09370KD4	Duplicated	ARIC00136	165292	175027	385.1	248
EOG09370KD4	Duplicated	ARIC00390	59170	66562	383.9	249
EOG09370KGV	Duplicated	ARIC00067	356209	357817	69.3	85
EOG09370KGV	Duplicated	ARIC00183	246087	251795	67.4	85
EOG09370KJ3	Duplicated	ARIC00049	136085	141511	164.1	149
EOG09370KJ3	Duplicated	ARIC00235	102513	109954	189.6	158
EOG09370KM9	Duplicated	ARIC00028	13583	16122	100.7	371
EOG09370KM9	Duplicated	ARIC00162	9846	16085	94.2	303
EOG09370KOV	Duplicated	ARIC00004	631708	633556	158.9	168
EOG09370KOV	Duplicated	ARIC00029	157380	159264	159.1	169
EOG09370KWF	Duplicated	ARIC00068	55546	61077	149.7	199
EOG09370KWF	Duplicated	ARIC00093	134392	136860	149.6	181
EOG09370KYZ	Duplicated	ARIC00006	375748	377004	305.6	199
EOG09370KYZ	Duplicated	ARIC00639	17483	19542	305.6	199
EOG09370L23	Duplicated	ARIC00195	145315	153026	285.1	216
EOG09370L23	Duplicated	ARIC00299	149392	155923	284.8	216
EOG09370L77	Duplicated	ARIC00002	1225251	1228276	141.5	243
EOG09370L77	Duplicated	ARIC00094	251202	254452	139.3	262
EOG09370LFI	Duplicated	ARIC00201	195618	200101	392.2	268
EOG09370LFI	Duplicated	ARIC00462	42990	47060	393.1	268
EOG09370LGH	Duplicated	ARIC00262	13550	21604	313.7	284
EOG09370LGH	Duplicated	ARIC00592	15020	19664	312.4	284
EOG09370LMP	Fragmented	ARIC00319	53068	60090	176.8	184
EOG09370LQ2	Duplicated	ARIC00015	505612	511330	76.8	221
EOG09370LQ2	Duplicated	ARIC00420	59611	66427	73.7	223
EOG09370LYY	Duplicated	ARIC00034	367666	370712	277.3	371
EOG09370LYY	Duplicated	ARIC00205	171567	175611	276.2	371
EOG09370M9E	Duplicated	ARIC00026	3299	4255	281.7	203
EOG09370M9E	Duplicated	ARIC00150	277176	280711	278.3	203
EOG09370MAO	Duplicated	ARIC00051	378797	381436	253.3	213
EOG09370MAO	Duplicated	ARIC00303	43760	50302	295.8	233
EOG09370MAO	Duplicated	ARIC01023	6856	9856	295.8	233
EOG09370MDU	Duplicated	ARIC00018	669762	679656	142.7	172
EOG09370MDU	Duplicated	ARIC00023	54944	63447	151.2	176
EOG09370MDU	Duplicated	ARIC00216	8916	14596	150.5	174
EOG09370MGF	Complete	ARIC00048	281310	291719	173.0	212
EOG09370MHI	Duplicated	ARIC00007	135248	138353	221.7	214
EOG09370MHI	Duplicated	ARIC00007	138427	145623	227.5	255
EOG09370MMK	Duplicated	ARIC00022	43430	46845	351.6	237
EOG09370MMK	Duplicated	ARIC00038	487000	489765	351.0	237
EOG09370MQ0	Duplicated	ARIC00068	173355	180508	245.1	214
EOG09370MQ0	Duplicated	ARIC00093	249811	256398	246.5	215
EOG09370MZ4	Duplicated	ARIC00037	550713	553230	392.3	226
EOG09370MZ4	Duplicated	ARIC00103	103517	106554	392.3	226
EOG09370MZ4	Duplicated	ARIC00156	144672	148503	392.0	226
EOG09370N7W	Duplicated	ARIC00061	180562	182571	424.1	287
EOG09370N7W	Duplicated	ARIC00076	235535	237541	425.1	287
EOG09370NBT	Duplicated	ARIC00039	189584	191218	270.3	242
EOG09370NBT	Duplicated	ARIC00608	4984	8713	269.2	242
EOG09370NBW	Duplicated	ARIC00164	255197	257796	159.2	216
EOG09370NBW	Duplicated	ARIC00411	25768	29877	156.1	200
EOG09370NHX	Duplicated	ARIC00076	286421	290321	167.4	167
EOG09370NHX	Duplicated	ARIC00098	18591	21851	165.2	164
EOG09370NIG	Missing
EOG09370O06	Duplicated	ARIC00014	487590	494318	214.3	201
EOG09370O06	Duplicated	ARIC00129	44604	49830	216.6	194
EOG09370O51	Duplicated	ARIC00292	145873	151802	245.5	196
EOG09370O51	Duplicated	ARIC00293	142039	147647	246.6	196
EOG09370OFR	Complete	ARIC00241	47018	53523	274.5	283
EOG09370OGU	Duplicated	ARIC00036	244033	248303	147.1	172
EOG09370OGU	Duplicated	ARIC00080	202100	204450	160.5	169
EOG09370OGW	Duplicated	ARIC00039	519827	525861	139.2	150
EOG09370OGW	Duplicated	ARIC00362	38899	40381	150.1	161
EOG09370OHP	Duplicated	ARIC00013	408568	414044	269.1	204
EOG09370OHP	Duplicated	ARIC00048	403742	406120	262.2	205
EOG09370OLY	Duplicated	ARIC00082	31707	37336	194.0	160
EOG09370OLY	Duplicated	ARIC00115	243298	248941	191.1	159
EOG09370OO3	Duplicated	ARIC00018	12288	17897	251.4	195
EOG09370OO3	Duplicated	ARIC00155	256653	258677	252.8	195
EOG09370OS5	Duplicated	ARIC00125	63807	69373	139.4	149
EOG09370OS5	Duplicated	ARIC00289	139486	141356	139.4	149
EOG09370OUS	Complete	ARIC00195	243992	250635	346.0	286
EOG09370P2W	Duplicated	ARIC00051	283438	284650	94.5	97
EOG09370P2W	Duplicated	ARIC00064	260373	262559	95.3	97
EOG09370P5Q	Complete	ARIC00191	152255	154534	176.3	201
EOG09370P7I	Fragmented	ARIC00007	997136	1001768	55.8	103
EOG09370P9T	Duplicated	ARIC00021	17697	22942	445.7	338
EOG09370P9T	Duplicated	ARIC00156	252432	255754	444.6	338
EOG09370PBD	Duplicated	ARIC00180	250505	253116	361.3	221
EOG09370PBD	Duplicated	ARIC00419	104027	105952	361.1	221
EOG09370PBD	Duplicated	ARIC00791	33402	35580	355.5	221
EOG09370PLC	Duplicated	ARIC00146	267066	272784	284.4	249
EOG09370PLC	Duplicated	ARIC00255	125055	128096	282.1	246
EOG09370PN3	Duplicated	ARIC00039	506735	514845	89.9	216
EOG09370PN3	Duplicated	ARIC00362	22014	29383	89.9	216
EOG09370PYJ	Complete	ARIC00203	200839	206955	316.7	215
EOG09370QBK	Duplicated	ARIC00007	398205	400538	128.1	180
EOG09370QBK	Duplicated	ARIC00025	643017	647517	128.1	180
EOG09370QBR	Complete	ARIC00077	176828	178778	202.8	200
EOG09370QCX	Complete	ARIC00116	193535	199263	124.1	134
EOG09370QFD	Duplicated	ARIC00218	59996	64136	102.3	146
EOG09370QFD	Duplicated	ARIC00407	99841	102862	113.4	152
EOG09370QI4	Duplicated	ARIC00013	193641	199740	145.3	189
EOG09370QI4	Duplicated	ARIC00245	16181	26466	140.2	168
EOG09370QJ1	Duplicated	ARIC00007	994091	996913	273.1	178
EOG09370QJ1	Duplicated	ARIC00025	26395	30010	273.1	178
EOG09370QKS	Duplicated	ARIC00049	87033	89308	214.7	150
EOG09370QKS	Duplicated	ARIC00166	74648	75557	216.2	145
EOG09370QKS	Duplicated	ARIC00235	56647	58070	214.6	150
EOG09370QMM	Complete	ARIC00023	383423	394287	179.2	222
EOG09370QT3	Missing
EOG09370QVI	Complete	ARIC00093	324570	328805	264.7	208
EOG09370R3M	Complete	ARIC00114	71497	74249	223.2	177
EOG09370R67	Duplicated	ARIC00040	334267	338064	159.8	160
EOG09370R67	Duplicated	ARIC00079	194182	196396	160.2	177
EOG09370RCD	Duplicated	ARIC00023	81571	85543	230.4	331
EOG09370RCD	Duplicated	ARIC00216	32436	36408	237.7	304
EOG09370RCQ	Duplicated	ARIC00067	448438	450126	289.9	193
EOG09370RCQ	Duplicated	ARIC00442	23761	25833	289.8	193
EOG09370RCS	Duplicated	ARIC00022	166590	174159	187.0	161
EOG09370RCS	Duplicated	ARIC00038	610671	617414	185.7	161
EOG09370RIT	Complete	ARIC00043	55458	57408	281.9	135
EOG09370RJN	Duplicated	ARIC00066	397427	401840	346.7	311
EOG09370RJN	Duplicated	ARIC00231	125215	129594	345.8	296
EOG09370RRJ	Duplicated	ARIC00077	303805	306090	265.6	159
EOG09370RRJ	Duplicated	ARIC00132	186703	188933	267.5	159
EOG09370S0F	Duplicated	ARIC00106	164429	169529	140.9	120
EOG09370S0F	Duplicated	ARIC00254	162576	167716	140.9	120
EOG09370S1Z	Duplicated	ARIC00023	612256	618729	101.8	177
EOG09370S1Z	Duplicated	ARIC00265	120529	130029	103.8	175
EOG09370S3E	Duplicated	ARIC00110	175559	178358	124.8	169
EOG09370S3E	Duplicated	ARIC00142	242104	244763	124.9	169
EOG09370S4T	Duplicated	ARIC00184	225167	231461	171.3	130
EOG09370S4T	Duplicated	ARIC00279	133676	135175	172.3	130
